"","text","score","polarity"
"321","@RepAndyBiggsAZ Donald Trump’s “2024 freaking garbage campaign” narrative is in tatters.

#biggstreason",-2,"Negatif"
"322","@RonFilipkowski Donald Trump’s “2024 faux campaign” narrative is  falling apart🤣🤣🤣🤣🤣🤣🤣🤣🤣",-1,"Negatif"
"323","@chas_chasman @joncoopertweets Also, Donald Trump, he will be the proud 47th president in 2024",1,"Positif"
"324","If you had asked me 10 years ago that I would see Donald Trump and Kanye West, debating, on a presidential election, I would have called you crazy. 

But what's funny is that if you had asked me that 6 years ago, I would not have doubted it.

https://t.co/ojF9uUaR6f",-1,"Negatif"
"325","@MeidasTouch God bless Donald Trump 2024 ‼️",1,"Positif"
"326","In the first of many videos shared on Thursday night, the rapper said he asked former President Donald Trump to be his running mate in 2024. Trump, who announced his bid for the upcoming presidency earlier this month, turned Ye down. https://t.co/ldWhWxcNCu",0,"Netral"
"327","Former President Donald Trump hosted White nationalist and Holocaust denier Nick Fuentes and rapper Kanye West at his Mar-a-Lago estate this week.

https://t.co/4WdiMPKjoI",0,"Netral"
"328","#KanyeWest Says #DonaldTrump #Insulted #KimKardashian &amp; '# Exploded' When Asked To Be Rapper's #2024Running Mate During #MarALago Visit https://t.co/CusUDxjWAP",0,"Netral"
"329","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/ajYzErdErh via @YahooNews 

So we'd have Humpty and Dumpty together or competing against each other ... wow, it would be a contest of who sucks more?",-2,"Negatif"
"330","Loser Trump will gift Democrats the White House in 2024 | Sean O’Grady https://t.co/3wr7XPy3hk",0,"Netral"
"331","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/yfN7vNdwPn Both of them are mental!",-1,"Negatif"
"332","@MayoIsSpicyy President Donald Trump loves you. You are one of millions of reasons he is going to be president in 2024. He wants to #MakeAmericaGreatAgain so you will be able to enjoy life in America without the awful fear you experience during the fraudulent reign of joe biden.",-1,"Negatif"
"333","June 23, 2022: The Case AGAINST Trump 2024.
https://t.co/3vkebCKiHh",0,"Netral"
"334","June 20, 2022: The Case FOR Trump 2024.
https://t.co/BApJerTaZU",0,"Netral"
"335","“the dinner grew heated after Ye — who announced another run for president in 2024 on Thursday — asked Trump to be his running mate. Trump then began insulting Ye’s ex-wife, Kim Kardashian,” https://t.co/25VLcD3buP",-1,"Negatif"
"336","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/FITt6I4jbn",-1,"Negatif"
"337","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/JM2VOFdNkD via @Yahoo",-1,"Negatif"
"338","Elon Musk Will Support Donald Trump’s Rival Ron DeSantis In 2024 Presidential Elections https://t.co/wPOGR2pBkn",0,"Netral"
"339","Elon Musk Will Support Donald Trump’s Rival Ron DeSantis In 2024 Presidential Elections https://t.co/lsVlO6TBk1",0,"Netral"
"340","My way-too-early 2024 prediction:

The 2024 Presidential Election will be between Donald Trump and Joe Biden. It will be a 2024 rematch. But instead of a race between a 74 and a 78 yr old, it’ll be between a 78 and 82 yr old. 

Trump will get the nomination…",0,"Netral"
"341","The one true thing Trump has probably said in his entire life. IJS.

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/jTUazQ0BPI",-1,"Negatif"
"342","I made it clear to @AliVelshi on MSNBC today that Donald Trump 100% knew who Holocaust denying, white supremacist Nick Fuentes is given Fuentes ran the America First Foundation, etc. This is Trump's way of getting his base excited for his 2024 run for President: https://t.co/hP7DY9Qi36",2,"Positif"
"343","Elon Musk Will Support Donald Trump’s Rival Ron DeSantis In 2024 Presidential Elections.

https://t.co/bUHCcHF5V4

#Elon #Trump2024",0,"Netral"
"344","This was great news!! Thank you current #SecretariesOfStates … Midterms free of feared chaos as voting experts look to 2024 (from @AP) https://t.co/54OdiMgmdq",1,"Positif"
"345","Kanye West to run for USA President in 2024. With Donald Trump as his running mate.  (I think the vaccine has made the world crazy.) https://t.co/VhNat7yiMe",0,"Netral"
"346","Facebook Bans Team from 'Fact-Checking' Trump after He Announces 2024 Campaign - Slay News https://t.co/iVWgGP0DYF",0,"Netral"
"347","Donald John Trump is a rapist. He’s also an asshole, a traitor, an egomaniac, and one of the biggest conmen ever to walk like a lumbering oaf on this earth. 

He’s also the leader of the #GOP. 

Trump/Fuentes 2024 is the GOP ticket. Enjoy.",1,"Positif"
"348","Kanye West asks Donald Trump to be his vice president in 2024 https://t.co/1Bh5tGVvtp",-1,"Negatif"
"349","@gsGOAT @MeidasTouch @BostonBubbalooo Au contraire...Ye wanted Tubby McNuggets as HIS  VP. 😁  I'm shocked tfg didn't  leap at the offer to be someones 2nd 🍌    

https://t.co/5QdMKHntzN",-1,"Negatif"
"350","@Bidensniffs4u2 How long ago was this? And stop making excuses for the current #GOP front runner in 2024 being a racist stupid criminal. Aka Donald J Trump.",-3,"Negatif"
"351","How are you feeling about #YE24 ?

https://t.co/G9VeiV1Bam",0,"Netral"
"352","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.

https://t.co/LPcfVLvsE3",0,"Netral"
"353","@GrahamAllen_1 Two quotes for biden #1 shall not be infringed. #2
From my cold dead hands !
God bless the United states of America and Donald J Trump for president 2024 !!",-1,"Negatif"
"354","Obviously a product of Lake's meeting w/tRump at Mar--Lago
""TRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump is scheming to challenge elections if they don’t go his way
https://t.co/FUV1ZwHxH8 https://t.co/RHVlfGDRRW https://t.co/N8cfKwTa0p",0,"Netral"
"355","Elon Musk Will Support Donald Trump’s Rival Ron DeSantis In 2024 Presidential Elections

https://t.co/qaRQX0goou",0,"Netral"
"356","@KariLakeWarRoom @KariLake Obviously a product of Lake's meeting w/tRump at Mar--Lago
""TRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump is scheming to challenge elections if they don’t go his way
https://t.co/FUV1ZwHxH8 https://t.co/4zpethi8IF",0,"Netral"
"357","@GovChristie Trump, “Our dinner meeting was intended to be Kanye and me only, but he arrived with a guest whom I had never met and knew nothing about.”

The dinner isn’t about hate or race. It’s about the President election meeting in 2024.

https://t.co/yDeWhcU1EF",-1,"Negatif"
"358","@MayoIsSpicyy Mayo loves donald trump as there Obsessed with him #trump 2024",1,"Positif"
"359","“You Doused Yourself In Gasoline and Lit the Match” – Political Commentator Hasan Piker Reacts To Kanye ‘Ye’ West Announcing His Presidency For 2024, Becomes Second Person After Donald Trump To…
https://t.co/6n0zF9EiL6

Download Now
https://t.co/6BjoVvkx8d",0,"Netral"
"360","Donald #Trump 2024 #Political Campaign '24 Men's Embroidered Mesh Back Trucker Hat https://t.co/OCK290VV9Y - Buy on eBay",0,"Netral"
"361","@DaveBR549A @DolioJ Donald Trump just announced his candidacy for the 2024 election. Campaigning literally starts years before the day of the election and no one is asking you to vote before you make up your mind.",0,"Netral"
"362","#DrOz can’t find a job.
Everything Trump Touches Dies. https://t.co/PDKA0Fgm7T",0,"Netral"
"363","@GOP @GOPChairwoman @HouseGOP @SenateGOP Let's hear it for Donald our 2024 GOP presidential candidate, and special applauds to his Cabinet.. Take a bow has-been rapper. Don't be shy Anti-Semite. This the ""new"" Republican Party. We welcome all..🤗 https://t.co/BAmmLbwiYc",1,"Positif"
"364","I’m ready to support Kanye 2024. Not because I think his politics are good or anything, but because I think it would be really funny if he beat Donald Trump in the GOP primary.",2,"Positif"
"365","@ProudElephantUS No, I would support him in 2028... We need a businessman to get us out of the mess we are in, thus, Donald J Trump 2024.",0,"Netral"
"366","@TheLeoTerrell People are so ignorant to call a dinner with an uninvited racist Donald's doing. Kanye brought him to that dinner and it's very SUS. Kanye 2024 wants trump to be his vice president. Set up.",-3,"Negatif"
"367","#Satire: #MyKolkata follows up on the week that should have been, tongue firmly in cheek. Featuring #RishiSunak's ironic tweets, why #Ivanka refuses to support #DonaldTrump’s presidential campaign for 2024, and more.

Read more: https://t.co/rk5Ps84Wrl

#Kolkata #TheTelegraph https://t.co/KQyJSrgSWX",-1,"Negatif"
"368","“He started screaming at me, telling me I’m going to lose”: #KanyeWest Reveals Former President #DonaldTrump Hurled Abuses at #KimKardashian After Rapper Suggested to Make Him VP After Winning 2024 Elections

https://t.co/NURmMdOPIO",0,"Netral"
"369","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.
https://t.co/ugw1PPrC3s",0,"Netral"
"370","WATCH: Kanye disses Donald Trump in first 2024 presidential campaign video | World Israel News https://t.co/rb3m3ChMgL",-1,"Negatif"
"371","SERPENT VS JACKAL
SO Demonicly SCRIPTED
Seeing the both come from Reality shows.

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/PucUoNitFL",-1,"Negatif"
"372","“Donald Trump, who tried to overthrow the results of the 2020 presidential election and inspired a deadly riot at the Capitol in a desperate attempt to keep himself in power, announced he is running again for president in 2024,” NPR “reported.”
Time to defund NPR",-3,"Negatif"
"373","Ye made the announcement Thursday on Twitter that he is running for the office of President of the United States in 2024. https://t.co/7CkZ04fosu",0,"Netral"
"374","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/GxijctY0LR",0,"Netral"
"375","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/Zl6gZZ7DNQ",-1,"Negatif"
"376","The GOP’s double-trouble Trump trap https://t.co/6x7w0RVuxM",-1,"Negatif"
"377","Musk's apparent endorsement of Mr DeSantis comes as rival Republican Donald Trump has been under fire for dining with a known white supremacist https://t.co/gez5v9Z7zh",0,"Netral"
"378","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/7r7v1uVgKo",-1,"Negatif"
"379","Elon Musk has announced his intention to support the Republican governor of Florida Ron DeSandis and not Donald Trump if the former runs for president of the United States in the 2024 elections.",1,"Positif"
"380","Kanye West asking Donald Trump to be his running mate in the 2024 presidential election while dining with a white supremacist is a true sentence we can all write now. Totally ridiculous!",0,"Netral"
"381","This Is What’s Going to Happen If Candidate Trump Gets Indicted. https://t.co/dpJoN6e8Kq",0,"Netral"
"382","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/1OENnh9BGz via @businessinsider",-1,"Negatif"
"383","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.

https://t.co/WxVUAtyEza",0,"Netral"
"384","@catturd2 JUST KNOW!!!
If President Donald Trump was President 2020-2024,  THERE WOULD BE NO INVASION IN UKRAINE!!!",0,"Netral"
"385","Donald Trump dined with an anti-Semite and a holocaust denier.  Trump denied that he was aware of their views and failed to denounce them.  Will Mike Flood condemn Trump for dining with anti-Semites?  Does Flood support Trump for the 2024 nomination?  We deserve answers!",-3,"Negatif"
"386","@StopAntisemites According to my sources, this person is one of Donald Trump's Senior Advisors, and possible Campaign Manager for 2024!",0,"Netral"
"387","@salty_alaskan @KurtSchlichter You said ""I do not understand you having the long knife out for DJT."" Donald Trump is a politician and deserves to be judged on both his successes and failures. If he wants to win in 2024, he has to start trying to appeal to moderates which he clearly isn't doing.",3,"Positif"
"388","Who is Milo Yiannopoulos, Kanye West’s new right hand man? Taking on Donald Trump for US president in 2024, Ye is reportedly in cahoots with the former Breitbart writer and banned Twitter troll - South China Morning Post

BEYOND DANGEROUS  https://t.co/4yG5s59O0Q",1,"Positif"
"389","Just wait.. Donald Trump President in 2024. @elonmusk is the VP and together they eliminate the BS slush fund called NASA. Wipe out public school sham and goodbye IRS",-1,"Negatif"
"390","Nick Fuentes and Kanye west having dinner with Donald trump after a mass shooting that targeted the LGBTQ community is the Republican Party heading into the 2024 election.",0,"Netral"
"391","President Donald Trump Waves The Flag On 2024                                   

https://t.co/Ae5AqLroue",0,"Netral"
"392","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/JVvgQ2DMl2",-1,"Negatif"
"393","Donald Trump throws Kanye West under the bus after their disastrous dinner with white supremacist https://t.co/IbWTJ9K2rN via @PalmerReport 'Donald Trump and Kanye West are both unhinged right wing loons who are – ...trying to pretend they’re running for President in 2024.'",-1,"Negatif"
"394","Kanye West says he asked Donald Trump to be his running mate in 2024 https://t.co/lE9ipNKaB5 via @Yahoo",0,"Netral"
"395","@DonaldJTrumpJr @realmichaelseif @officialpsq Hoping your dad will return to TWITTER where he is welcomed to return by new ownership 🌟
Wise voices here in FLORIDA 
SAINT AUGUSTINE ✨❤️🏝
Would love to see a 2024 🙏🏻🐎✨
Return of President Donald Trump
With VP Governor Ron DeSantis ✨
It is not over until it is over 🙏🏻🐎🌎",1,"Positif"
"396","Former President Donald Trump Just Made His 2024 Decision

https://t.co/xBgJEMXlBR",0,"Netral"
"397","""You Doused Yourself In Gasoline and Lit the Match"" - Political Commentator Hasan Piker Reacts To Kanye 'Ye' West Announcing His Presidency For 2024, Becomes Second Person After Donald Trump To... - EssentiallySports https://t.co/bHnMUWBRBT",0,"Netral"
"398","NEW ON THE BLOG TODAY:

On The Trail 2024, #1: Here We Go Again

Donald Trump announces his third bid for the White House, and Joe Biden mulls a re-election bid after an impressive showing for his party in the midterms.

Check it out now ⬇️:
https://t.co/csfLj3dNY0",1,"Positif"
"399","Inside Ivanka Trump and Jared Kushner’s Gilded Florida Paradise—Far From Donald Trump or 2024 https://t.co/rbw2JbOlMX via @VanityFair 
Like a rival mob, the Kushner gang would come running back to the Golden Cash COW if Daddy Don gets back into the White House!
It's just business",-1,"Negatif"
"400","@PapiTrumpo MEGA MAGA 2022 2024, (ELECTED) PRESIDENT DONALD J. TRUMP 🇺🇸👍💪✌️💐🙏☀️🇱🇺🌷",0,"Netral"
"401","@Resatc34Resa @nogg_the @elonmusk @TimRunsHisMouth It's Official: The Republican Party's top two 2024 Presidential candidates, Donald Trump and Ron DeSantis, are under criminal investigation.",0,"Netral"
"402","@TinaTweeker DONALD TRUMP 2024 🥰😍😘",0,"Netral"
"403","That’s funny that you come out with that just for four 2024 election and after Donald Trump announced he’s running for president again.",-1,"Negatif"
"404","Donald Trump Claims That He Made His 2024 Plan

https://t.co/RUzVtCyYlL",0,"Netral"
"405","The national Republican Party is in a box. If they don't nominate Donald Trump as their guy in 2024 he will run an unaffiliated campaign and they'll lose the White House anyway. https://t.co/PXCzOu3fyc",-1,"Negatif"
"406","Donald Trump got 74 million votes and There are 133 million registered voters in the USA
If every single registered voter went out and voted there would only be 59 million votes left for Biden. How did he get 81 million votes? 

TRUMP 2024🇺🇸",0,"Netral"
"407","@GeorgeTakei You lost the House. However, most importantly, Donald J. Trump gave Republicans the Supreme Court for the next 30-40 years. That’s worth a presidency and a Senate. 2024 will be wonderful as Trump returns w/Desantis and your cheating can’t happen. Thank you Trump for SCOTUS.",0,"Netral"
"408","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/WjBtPlsxVU",0,"Netral"
"409","@NBCNews He already gave us the answer. He will be supporting Donald Racist Trump in 2024.",1,"Positif"
"410","West launched his campaign – his second for the White House, following a truncated attempt in 2020 marked by a late announcement, resulting in him being on the ballot in only 12 states and receiving around 66,365 votes total.

https://t.co/6SrCswrbVx",0,"Netral"
"411","@TomikiTom @WashTimes Continue living under a rock.

https://t.co/fZnH3M9Et0

https://t.co/gQ0PDL7LTT

https://t.co/YvuJwBepQJ

https://t.co/HGJYXqz69P",0,"Netral"
"412","Opinion | This Is What’s Going to Happen If Candidate Trump Gets Indicted https://t.co/uqA2J2cCBq via @politico",0,"Netral"
"413","No matter how much you love Donald Trump, the party is fractured and either we recognize he is UNELECTABLE in 2024, or we lose.

Again.",1,"Positif"
"414","@SenateGOP Our Top Priorities, Courtesy, Legal Voters (U.S. Citizens in our currently SOVEREIGN Nation WITHOUT Invasion).
AMERICA FIRST
Make America Great Again
President Donald J. Trump 2024 https://t.co/PqlgoLTIik",0,"Netral"
"415","@ACABylonBee I'm Donald Trump's secret illigitimate child with Lady Liberty and even I will be voting Brandon 2024",0,"Netral"
"416","@MarshaBlackburn Donald Trump made a deal with Saudi to quit producing so much oil to drive up the price. You noticed the price is going down because Big Oil was helping the Republicans win the 2024 election they want those tax breaks permanent. You guys will just text the rest of us",1,"Positif"
"417","😂""Tensions also rose when the rapper asked Trump to join his 2024 ticket as vice president, which he rejected.""

Donald Trump dines with far-right activist Nick Fuentes and rapper Ye at Mar-a-Lago - The Washington Post https://t.co/hpX3TC64F0",-1,"Negatif"
"418","@GarysBlues Absolutely, 2024  America and the WORLD needs Donald J. Trump. He's the only leader that can and will fix the mess of Biden's Regime..DeSantis's time is 2028, he will be President. 2024 GOP must UNITE..a DIVIDED GOP is  WIN for Communist Democrats.",-1,"Negatif"
"419","@EliseStefanik happily endorses Donald Trump for President in 2024.  Wonder how your Jewish constituents feel about that?

https://t.co/D972DY0VRA",2,"Positif"
"420","Ye takes swipe at Donald Trump in first 2024 presidential campaign video
https://t.co/fJEkgBDbHa",-1,"Negatif"
"421","@SDrrizzy He also claimed he never heard of David Duke or Q. If Joe Biden is fair game to criticize about memory, so is Donald Trump

Pres. Trump, thank you for all that you did for Israel but it's time to move-on to a real conservative for 2024 

Ron DeSantis, President 
Nikki Haley, VP",0,"Netral"
"422","FRONTLINE has built a unique public record, in documentary format, of former President Trump's impact on American life, politics and democracy — and his previous battles with a special counsel and the Department of Justice. https://t.co/tXhgHeJqIW",0,"Netral"
"423","Sure, let's reinfect ourselves with his colossal, narcissistic incompetency one more time.

https://t.co/iS6hafKvig",0,"Netral"
"424","Kanye West announces 2024 presidential bid.He’s an idiot!!! https://t.co/b4nkVlYMOP",0,"Netral"
"425","Donald J. Trump Betrayed His Own Government And Became A Disgraceful Traitor To His Own Country Is Guaranteed
To Absolutely Lose The 2024 Presidential 
Election. We The American People Don't Want A  Betrayer / Traitor Being Our President  ! https://t.co/oc2VeavOYg",0,"Netral"
"426","This is why we voted and vote for Donald J. Trump...

POLICY....that damn simple

MAGA = Promises Made = Promises Kept

Vote policy NOT man or party

TRUMP 2024 https://t.co/PohG621PV3",-1,"Negatif"
"427","“You Doused Yourself In Gasoline and Lit the Match” – Political Commentator Hasan Piker Reacts To Kanye ‘Ye’ West Announcing His Presidency For 2024, Becomes Second Person After Donald Trump To… https://t.co/yrJ8IOOJHz",0,"Netral"
"428","Donald Trump and him would make a great team in 2024 https://t.co/9tXtuI6Qu2",1,"Positif"
"429","1st Big Loser&gt;Donald J. Trump!
The major TV networks did not change their programming, CNN and even Fox News did not broadcast the speech to the end: Trump's appearance in his Mar-a-Lago ballroom announcing his 2024 presidential candidacy was not glamorous! https://t.co/AidJRY4Tei",0,"Netral"
"430","@ffmedic2112 Donald J Trump 2024",0,"Netral"
"431","@ACTBrigitte Neither will Donald Trump #2024 belongs to @GovRonDeSantis",0,"Netral"
"432","Midterms free of feared chaos as voting experts look to 2024 (from @AP) https://t.co/h2U8RkoZHZ",0,"Netral"
"433","Kanye West asks Donald Trump to be his vice president in 2024 https://t.co/SlyqNMQsOq",-1,"Negatif"
"434","Donald #Trump #Shirts #Trump Supporter T#Shirt Funny #Political #Trump 2024 #Shirts https://t.co/rQGDoWPlM5 - Buy on eBay",0,"Netral"
"435","@brianschatz Can not wait till 2024 to get our country back with Donald Trump.",0,"Netral"
"436","""Elon Musk says he will back Donald Trump rival in 2024 if he runs for president | Mint"" https://t.co/LpecO7ziMQ",-1,"Negatif"
"437","Reuters (USA)

Musk says he will support DeSantis if Florida governor runs for president

Political pundits have been doling out high marks to DeSantis, who is seen as a potential challenger to former president Donald Trump in the 2024 field.

https://t.co/XmBTdprFX2",1,"Positif"
"438","1/2: #GOP Donald Trump hosted #Holocaust denier at Mar-a-Lago estate during visit with Kanye West, a week after announcing 2024 run. Donald Trump hosted #WhiteNationalist and Holocaust denier Nick Fuentes and rapper Kanye West at his Mar-a-Lago estate
https://t.co/xhXndAszhX",0,"Netral"
"439","Stop trying listening to the narrative of the fake news media about Donald Trump and the “beef” with Kanye West, Governor DeSantis, &amp; Candace Owens. There is no beef. It’s just the media’s last Hail Mary in desperation before the 2024 election.",-2,"Negatif"
"440","Elon Musk has officially endorsed Ron DeSantis for President in 2024. 

The stark reality has begun to set-in; Donald Trump is going to jail.",0,"Netral"
"441","Have to be held responsible starting with Mitch McConnell. What’s this honest is using their failures it’s just another means to attack Donald Trump and his supporters. You were wrong in 2016 and I suspect you’re going to be wrong in 2024.",-4,"Negatif"
"442","Trump hosted Holocaust denier at Mar-a-Lago estate during visit with Kanye West, a week after announcing 2024 run | CNN Politics

 CNN
  — 

 Former President Donald Trump hosted White nationalist and Holocaust denier Nick Fuentes and rapper Kanye West at his Mar-a-... https://t.co/TnBZUKfrsM",0,"Netral"
"443","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/qr4LICJHD4",-1,"Negatif"
"444","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/oISAoT8xZe",-1,"Negatif"
"445","Andy Vermaut shares:Elon Musk To Back Donald Trump's Rival In US Presidential Race: Billionaire Elon Musk has said that he would back Florida governor Ron DeSantis of the Republican Party if he contested the 2024 US presidential elections.… https://t.co/cwZWY0gaGX Thank you. https://t.co/M9JsPp1HxN",0,"Netral"
"446","Donald Trump feels ‘real danger’ by Kanye West in 2024 Presidential elections https://t.co/ml8WJJRxDx",0,"Netral"
"447","@robreiner Wait. Does this mean that Donald Trump will not be able to rely on you to vote for him in 2024?",0,"Netral"
"448","Baloney. Lake met w/tRump at MAL to cook up election denial schemes.
""tRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump is scheming how to challenge elections that don’t go his way.
https://t.co/FUV1ZwHxH8 https://t.co/kX5qHUmgBM https://t.co/8hb3BtPbA1",-1,"Negatif"
"449","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/sWYTGxPVcC",-1,"Negatif"
"450","@KariLakeWarRoom @KariLake Baloney. Lake met w/tRump at MAL to cook up election denial schemes.
""tRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump is scheming how to challenge elections that don’t go his way.
https://t.co/FUV1ZwHxH8 https://t.co/gC8tJQvUM1",-1,"Negatif"
"451","@JamesBradleyCA Crystal ball o' election denial. Part of tRump's election denial scheme.
""tRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump is scheming how to challenge elections that don’t go his way.
https://t.co/FUV1ZwGZRA https://t.co/h8bt87kDBo",-1,"Negatif"
"452","So, ""Ye"" allowed trump to disrespect his ex wide w/o walking away or defending her. 2 peas in a pod. Weak Ye. Eww

Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/kKXac2tbxb",-2,"Negatif"
"453","“The source familiar with the dinner conversation said the dinner grew heated after Ye — who announced another run for president in 2024 on Thursday — asked Trump to be his running mate. Trump then began insulting Ye’s ex-wife, Kim Kardashian,…”
🙄 https://t.co/YPujzokKy4",-1,"Negatif"
"454","@TheLeoTerrell The Greatest Recovery Plan for America...is the Return of the People President!!!...Donald J Trump..So shameful what the Democrat machine has done to this man and his family..Hope is on the horizon for 2024!!!",-1,"Negatif"
"455","Ye said he asked Trump to be his running mate. https://t.co/Sz03sNMVdi",0,"Netral"
"456","One setback after another for Donald Trump – but does it really matter? https://t.co/9jiGiFZ3Zt",-1,"Negatif"
"457","I sure did enjoy the Donald Trump Presidency, but his time has past.

I'm looking forward to a potential Nikki Haley/Kristie Noem ticket for 2024.

Elon Musk Says He'd Back Trump Rival Ron DeSantis If He Runs For President https://t.co/9gWSdpx1UU via @Yahoo",1,"Positif"
"458","Talking @realDonaldTrump with @renato_mariotti next hour @CNN @cnni - tweet me your thoughts now on possible indictments https://t.co/04f9pJLiyf",0,"Netral"
"459","'I am a victim': How 'victimhood' remains the centerpiece of Trump’s message https://t.co/fT4zAQTCSr",0,"Netral"
"460","At this juncture in his tormented life Trump will form an alliance with any Domestic or Foreign entity however threatening to our Democracy that will help him create a Fascist Dictatorship. Trump will destroy the Repub. Party before the 2024.  https://t.co/VDQG3BBHd1",-3,"Negatif"
"461","Donald Trump Reveals His 2024 Presidential Platform https://t.co/fCf4emqUSL via @libertarianinst",0,"Netral"
"462","2024 presidential race has a new player: A special counsel investigating Donald Trump https://t.co/nZJkxGNIVC via @statesman",0,"Netral"
"463","@ProudElephantUS Donald Trump won the election in 2016 and under enormous pressure turned America into the most prosperous Country the World has ever known. He won again in a landslide in 2020 and was robbed, now a ""One Hit Wonder"" is being lined up against him for 2024 who frankly has no chance.",3,"Positif"
"464","Katie Hobbs won. No matter what election denial scheme Lake/tRump cooked up at Mar-a-Lago.
""tRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump  is scheming how to challenge elections that don’t go his way.
https://t.co/B8CP878Suf https://t.co/tbjsHhcCQO https://t.co/uFGYMnkKBN",-1,"Negatif"
"465","@thehill &amp; if new smartphone banned by the US federal govt, then what will you produce? An alternative human to Donald #Trump before 2024 general elections?",0,"Netral"
"466","@chuckwoolery Katie Hobbs won. No matter what election denial scheme Lake/tRump cooked up at Mar-a-Lago.
""tRUMP IS ACTIVELY PLOTTING TO STEAL THE MIDTERM ELECTIONS (AND THE NEXT PRESIDENTIAL ONE)""
tRump  is scheming how to challenge elections that don’t go his way.
https://t.co/B8CP878Suf https://t.co/5ZpdvXT6wh",-1,"Negatif"
"467","@RpsAgainstTrump “Governor Christie, if Donald Trump wins the nomination in 2024, will you still vote for him?”

“Absolutely, Tucker.”",1,"Positif"
"468","You just can’t make this up.

Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/ZymJcABJsj",-1,"Negatif"
"469","@reaIDonaIdTru_ Welcome back uncle Donald. Trump 2024. God bless America",1,"Positif"
"470","""The judge should compel Trump2give a DNA test.""
Carroll’s lawsuit won’t matter2R voters but if a c-court finds that Trump raped Carroll the GOP will literally have a rapist at the top of their ticket, which would effectively doom the entire party in 2024.
https://t.co/y5x04e6uu1",0,"Netral"
"471","The lawsuit against Trump is a big deal because he is likely to be the only 2024 presidential candidate who is being sued for rape.
https://t.co/y5x04dOT5r",-1,"Negatif"
"472","@reaIDonaIdTru_ The Donald's first tweet since January 2021.. oh boy here we go! Thanks Elon for allowing Trump to lose the 2024 election more easily through Twitter! #2024LossByALandslide",-1,"Negatif"
"473","@robreiner I would love to have a video crew on you when Donald Trump or Ron DeSantis wins the Presidency in 2024!
Trump would be a much better effect 😵...🤣
Just getting the Dems out will help preserve our Constitutional Republic!!",3,"Positif"
"474","Rapper Kanye West has revealed that he asked former US president Donald Trump to be his running mate.
https://t.co/l389DOdLp8",0,"Netral"
"475","Rapper Kanye West has revealed that he asked former US president Donald Trump to be his running mate.
https://t.co/l389DOejeG",0,"Netral"
"476","@catturd2 Desantis is listening courting the deep state.  I'm with President Donald J. Trump all the way...  2024.  
If President Trump is not in power in 2024, nobody can save this country.",0,"Netral"
"477","Donald Trump vs Ron DeSantis — who will run in the 2024 presidential elections?  https://t.co/Ldd5aZ19dM",0,"Netral"
